Person,Question,Encoding,Method,Preference,Response
108,10,"A1 tacotron, A2 baseline",tacotron,equal,0
108,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
109,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
109,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
109,2,"A1 tacotron, A2 baseline",tacotron,equal,0
109,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
109,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
109,5,"A1 tacotron, A2 baseline",tacotron,equal,0
109,6,"A1 tacotron, A2 baseline",tacotron,equal,0
109,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
109,8,"A1 tacotron, A2 baseline",tacotron,equal,0
109,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
109,10,"A1 tacotron, A2 baseline",tacotron,equal,0
109,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
110,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
110,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
110,2,"A1 tacotron, A2 baseline",tacotron,equal,0
110,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
110,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
110,5,"A1 tacotron, A2 baseline",tacotron,equal,0
110,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
110,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
110,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
110,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
110,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
110,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
111,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
111,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
111,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
111,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
111,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
111,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
111,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
111,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
111,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
111,9,"A1 tacotron, A2 baseline",tacotron,equal,0
111,10,"A1 tacotron, A2 baseline",tacotron,equal,0
111,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
112,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
112,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
112,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
112,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
112,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
112,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
112,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
112,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
112,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
112,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
112,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
112,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
113,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
113,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
113,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
113,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
113,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
113,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
113,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
113,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
113,8,"A1 tacotron, A2 baseline",tacotron,A2 better,0
113,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
113,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
113,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
114,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
114,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
114,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
114,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
114,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
114,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
114,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
114,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
114,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
114,9,"A1 tacotron, A2 baseline",tacotron,equal,0
114,10,"A1 tacotron, A2 baseline",tacotron,equal,0
114,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
115,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
115,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
115,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
115,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
115,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
115,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
115,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
115,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
115,8,"A1 tacotron, A2 baseline",tacotron,equal,0
115,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
115,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
115,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
116,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
116,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
116,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
116,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
116,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
116,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
116,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
116,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
116,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
116,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
116,10,"A1 tacotron, A2 baseline",tacotron,equal,0
116,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
117,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
117,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
117,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
117,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
117,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
117,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
117,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
117,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
117,8,"A1 tacotron, A2 baseline",tacotron,equal,0
117,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
117,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
117,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
118,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
118,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
118,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
118,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
118,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
118,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
118,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
118,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
118,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
118,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
118,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
118,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
119,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
119,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
119,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
119,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
119,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
119,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
119,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
119,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
119,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
119,9,"A1 tacotron, A2 baseline",tacotron,equal,0
119,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
119,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
120,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
120,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
120,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
120,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
120,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
120,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
120,6,"A1 tacotron, A2 baseline",tacotron,equal,0
120,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
120,8,"A1 tacotron, A2 baseline",tacotron,equal,0
120,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
120,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
120,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
121,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
121,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
121,2,"A1 tacotron, A2 baseline",tacotron,equal,0
121,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
121,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
121,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
121,6,"A1 tacotron, A2 baseline",tacotron,equal,0
121,7,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
121,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
121,9,"A1 tacotron, A2 baseline",tacotron,equal,0
121,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
121,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
122,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
122,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
122,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
122,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
122,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
122,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
122,6,"A1 tacotron, A2 baseline",tacotron,equal,0
122,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
122,8,"A1 tacotron, A2 baseline",tacotron,A2 better,0
122,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
122,10,"A1 tacotron, A2 baseline",tacotron,equal,0
122,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
123,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
123,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
123,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
123,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
123,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
123,5,"A1 tacotron, A2 baseline",tacotron,equal,0
123,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
123,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
123,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
123,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
123,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
123,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
124,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
124,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
124,2,"A1 tacotron, A2 baseline",tacotron,equal,0
124,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
124,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
124,5,"A1 tacotron, A2 baseline",tacotron,equal,0
124,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
124,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
124,8,"A1 tacotron, A2 baseline",tacotron,equal,0
124,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
124,10,"A1 tacotron, A2 baseline",tacotron,equal,0
124,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
125,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
125,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
125,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
125,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
125,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
125,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
125,6,"A1 tacotron, A2 baseline",tacotron,equal,0
125,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
125,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
125,9,"A1 tacotron, A2 baseline",tacotron,equal,0
125,10,"A1 tacotron, A2 baseline",tacotron,equal,0
125,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
126,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
126,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
126,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
126,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
126,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
126,5,"A1 tacotron, A2 baseline",tacotron,equal,0
126,6,"A1 tacotron, A2 baseline",tacotron,equal,0
126,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
126,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
126,9,"A1 tacotron, A2 baseline",tacotron,equal,0
126,10,"A1 tacotron, A2 baseline",tacotron,equal,0
126,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
127,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
127,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
127,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
127,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
127,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
127,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
127,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
127,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
127,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
127,9,"A1 tacotron, A2 baseline",tacotron,equal,0
127,10,"A1 tacotron, A2 baseline",tacotron,equal,0
127,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
128,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
128,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
128,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
128,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
128,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
128,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
128,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
128,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
128,8,"A1 tacotron, A2 baseline",tacotron,equal,0
128,9,"A1 tacotron, A2 baseline",tacotron,equal,0
128,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
128,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
129,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
129,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
129,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
129,3,"A1 baseline, A2 fastspeech",fastspeech,A1 better,0
129,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
129,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
129,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
129,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
129,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
129,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
129,10,"A1 tacotron, A2 baseline",tacotron,equal,0
129,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
130,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
130,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
130,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
130,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
130,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
130,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
130,6,"A1 tacotron, A2 baseline",tacotron,A2 better,0
130,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
130,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
130,9,"A1 tacotron, A2 baseline",tacotron,equal,0
130,10,"A1 tacotron, A2 baseline",tacotron,equal,0
130,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
131,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
131,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
131,2,"A1 tacotron, A2 baseline",tacotron,equal,0
131,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
131,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
131,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
131,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
131,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
131,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
131,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
131,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
131,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
132,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
132,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
132,2,"A1 tacotron, A2 baseline",tacotron,equal,0
132,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
132,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
132,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
132,6,"A1 tacotron, A2 baseline",tacotron,equal,0
132,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
132,8,"A1 tacotron, A2 baseline",tacotron,equal,0
132,9,"A1 tacotron, A2 baseline",tacotron,equal,0
132,10,"A1 tacotron, A2 baseline",tacotron,equal,0
132,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
133,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
133,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
133,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
133,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
133,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
133,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
133,6,"A1 tacotron, A2 baseline",tacotron,equal,0
133,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
133,8,"A1 tacotron, A2 baseline",tacotron,equal,0
133,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
133,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
133,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
134,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
134,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
134,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
134,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
134,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
134,5,"A1 tacotron, A2 baseline",tacotron,equal,0
134,6,"A1 tacotron, A2 baseline",tacotron,equal,0
134,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
134,8,"A1 tacotron, A2 baseline",tacotron,equal,0
134,9,"A1 tacotron, A2 baseline",tacotron,equal,0
134,10,"A1 tacotron, A2 baseline",tacotron,equal,0
134,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
135,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
135,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
135,2,"A1 tacotron, A2 baseline",tacotron,equal,0
135,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
135,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
135,5,"A1 tacotron, A2 baseline",tacotron,equal,0
135,6,"A1 tacotron, A2 baseline",tacotron,equal,0
135,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
135,8,"A1 tacotron, A2 baseline",tacotron,equal,0
135,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
135,10,"A1 tacotron, A2 baseline",tacotron,equal,0
135,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
136,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
136,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
136,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
136,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
136,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
136,5,"A1 tacotron, A2 baseline",tacotron,A1 better,1
136,6,"A1 tacotron, A2 baseline",tacotron,equal,0
136,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
136,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
136,9,"A1 tacotron, A2 baseline",tacotron,equal,0
136,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
136,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
137,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
137,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
137,2,"A1 tacotron, A2 baseline",tacotron,equal,0
137,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
137,4,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
137,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
137,6,"A1 tacotron, A2 baseline",tacotron,equal,0
137,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
137,8,"A1 tacotron, A2 baseline",tacotron,equal,0
137,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
137,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
137,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
138,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
138,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
138,2,"A1 tacotron, A2 baseline",tacotron,equal,0
138,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
138,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
138,5,"A1 tacotron, A2 baseline",tacotron,equal,0
138,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
138,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
138,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
138,9,"A1 tacotron, A2 baseline",tacotron,equal,0
138,10,"A1 tacotron, A2 baseline",tacotron,equal,0
138,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
139,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
139,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
139,2,"A1 tacotron, A2 baseline",tacotron,equal,0
139,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
139,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
139,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
139,6,"A1 tacotron, A2 baseline",tacotron,equal,0
139,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
139,8,"A1 tacotron, A2 baseline",tacotron,A2 better,0
139,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
139,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
139,11,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
140,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
140,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
140,2,"A1 tacotron, A2 baseline",tacotron,A2 better,0
140,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
140,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
140,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
140,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
140,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
140,8,"A1 tacotron, A2 baseline",tacotron,equal,0
140,9,"A1 tacotron, A2 baseline",tacotron,equal,0
140,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
140,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
141,0,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
141,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
141,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
141,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
141,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
141,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
141,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
141,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
141,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
141,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
141,10,"A1 tacotron, A2 baseline",tacotron,equal,0
141,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
142,0,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
142,1,"A1 fastspeech, A2 baseline",fastspeech,A2 better,0
142,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
142,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
142,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
142,5,"A1 tacotron, A2 baseline",tacotron,equal,0
142,6,"A1 tacotron, A2 baseline",tacotron,A1 better,1
142,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
142,8,"A1 tacotron, A2 baseline",tacotron,A1 better,1
142,9,"A1 tacotron, A2 baseline",tacotron,A1 better,1
142,10,"A1 tacotron, A2 baseline",tacotron,A2 better,0
142,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
143,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
143,1,"A1 fastspeech, A2 baseline",fastspeech,equal,0
143,2,"A1 tacotron, A2 baseline",tacotron,equal,0
143,3,"A1 baseline, A2 fastspeech",fastspeech,equal,0
143,4,"A1 fastspeech, A2 baseline",fastspeech,equal,0
143,5,"A1 tacotron, A2 baseline",tacotron,equal,0
143,6,"A1 tacotron, A2 baseline",tacotron,equal,0
143,7,"A1 baseline, A2 fastspeech",fastspeech,equal,0
143,8,"A1 tacotron, A2 baseline",tacotron,equal,0
143,9,"A1 tacotron, A2 baseline",tacotron,equal,0
143,11,"A1 fastspeech, A2 baseline",fastspeech,equal,0
144,0,"A1 fastspeech, A2 baseline",fastspeech,equal,0
144,1,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
144,2,"A1 tacotron, A2 baseline",tacotron,A1 better,1
144,3,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
144,4,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
144,5,"A1 tacotron, A2 baseline",tacotron,A2 better,0
144,6,"A1 tacotron, A2 baseline",tacotron,equal,0
144,7,"A1 baseline, A2 fastspeech",fastspeech,A2 better,1
144,8,"A1 tacotron, A2 baseline",tacotron,equal,0
144,9,"A1 tacotron, A2 baseline",tacotron,A2 better,0
144,10,"A1 tacotron, A2 baseline",tacotron,A1 better,1
144,11,"A1 fastspeech, A2 baseline",fastspeech,A1 better,1
